;path;path_without;group;xmin;ymin;xmax;ymax;category_codes
1231;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_temp.jpg;group90100;210;453;248;492;7
1232;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_temp.jpg;group90100;381;126;420;157;6
1233;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_temp.jpg;group90100;136;214;219;244;3
1234;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_temp.jpg;group90100;355;465;395;498;2
1235;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_temp.jpg;group90100;124;561;161;601;2
1236;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_temp.jpg;group90100;274;342;324;382;6
1237;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100026_temp.jpg;group90100;128;54;176;103;7
1238;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_temp.jpg;group90100;345;242;379;278;3
1239;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_temp.jpg;group90100;152;145;191;183;2
1240;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_temp.jpg;group90100;244;548;278;579;5
1241;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_temp.jpg;group90100;123;37;155;77;7
1242;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100027_temp.jpg;group90100;305;185;344;244;6
1243;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_temp.jpg;group90100;220;323;253;353;3
1244;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_temp.jpg;group90100;193;220;228;279;2
1245;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_temp.jpg;group90100;105;123;155;164;7
1246;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100028_temp.jpg;group90100;260;202;295;236;6
1247;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_temp.jpg;group90100;113;386;151;421;3
1248;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_temp.jpg;group90100;307;128;342;164;2
1249;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_temp.jpg;group90100;367;356;405;396;6
1250;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_temp.jpg;group90100;257;84;293;125;7
1251;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100029_temp.jpg;group90100;199;251;240;289;5
1252;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_temp.jpg;group90100;64;262;97;294;3
1253;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_temp.jpg;group90100;577;61;614;96;4
1254;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_temp.jpg;group90100;341;180;377;212;3
1255;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_temp.jpg;group90100;464;505;521;550;6
1256;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100030_temp.jpg;group90100;343;308;383;345;7
1257;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_temp.jpg;group90100;420;366;448;395;3
1258;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_temp.jpg;group90100;200;212;250;254;6
1259;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_temp.jpg;group90100;56;326;92;364;7
1260;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_temp.jpg;group90100;325;324;361;361;5
1261;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100032_temp.jpg;group90100;418;435;466;487;4
1262;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_temp.jpg;group90100;239;454;267;482;3
1263;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_temp.jpg;group90100;188;530;228;564;4
1264;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_temp.jpg;group90100;351;256;388;295;5
1265;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_temp.jpg;group90100;164;255;191;294;7
1266;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_temp.jpg;group90100;131;137;171;171;5
1267;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100033_temp.jpg;group90100;342;130;389;189;4
1268;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_temp.jpg;group90100;367;307;405;341;3
1269;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_temp.jpg;group90100;195;208;229;243;5
1270;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_temp.jpg;group90100;267;135;299;182;6
1271;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_temp.jpg;group90100;157;120;186;155;7
1272;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_temp.jpg;group90100;297;284;330;317;4
1273;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_temp.jpg;group90100;119;437;147;465;3
1274;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100035_temp.jpg;group90100;152;585;182;616;4
1275;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_temp.jpg;group90100;331;296;364;327;3
1276;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_temp.jpg;group90100;201;452;236;485;4
1277;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_temp.jpg;group90100;375;508;410;538;2
1278;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_temp.jpg;group90100;322;560;365;600;6
1279;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100036_temp.jpg;group90100;389;562;415;609;7
1280;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_temp.jpg;group90100;110;378;140;407;3
1281;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_temp.jpg;group90100;256;238;310;283;2
1282;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_temp.jpg;group90100;154;254;203;300;6
1283;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_temp.jpg;group90100;426;243;481;281;7
1284;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_temp.jpg;group90100;376;413;413;446;5
1285;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100037_temp.jpg;group90100;9;270;39;301;3
1286;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_temp.jpg;group90100;378;216;407;242;3
1287;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_temp.jpg;group90100;0;100;32;138;4
1288;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_temp.jpg;group90100;142;122;185;157;2
1289;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_temp.jpg;group90100;77;210;115;254;6
1290;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100038_temp.jpg;group90100;156;398;189;434;7
1291;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_temp.jpg;group90100;384;248;419;279;3
1292;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_temp.jpg;group90100;90;342;129;378;2
1293;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_temp.jpg;group90100;233;410;267;449;2
1294;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_temp.jpg;group90100;308;387;351;422;6
1295;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100040_temp.jpg;group90100;124;462;160;491;7
1296;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_temp.jpg;group90100;512;552;575;588;4
1297;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_temp.jpg;group90100;221;517;257;553;3
1298;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_temp.jpg;group90100;199;366;276;405;5
1299;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_temp.jpg;group90100;410;159;454;206;6
1300;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100041_temp.jpg;group90100;220;258;255;293;7
1301;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_temp.jpg;group90100;415;518;451;548;3
1302;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_temp.jpg;group90100;12;368;39;408;4
1303;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_temp.jpg;group90100;207;272;237;302;6
1304;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_temp.jpg;group90100;538;379;588;408;7
1305;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100042_temp.jpg;group90100;405;252;445;287;5
1306;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_temp.jpg;group90100;121;266;152;297;3
1307;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_temp.jpg;group90100;290;221;334;256;4
1308;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_temp.jpg;group90100;214;403;246;429;2
1309;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_temp.jpg;group90100;101;388;131;427;7
1310;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_temp.jpg;group90100;225;285;256;320;5
1311;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100043_temp.jpg;group90100;350;398;395;441;6
1312;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_temp.jpg;group90100;72;194;117;228;3
1313;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_temp.jpg;group90100;144;390;182;433;4
1314;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_temp.jpg;group90100;478;214;511;256;7
1315;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_temp.jpg;group90100;321;109;351;157;6
1316;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100044_temp.jpg;group90100;437;453;469;483;5
1317;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_temp.jpg;group90100;329;479;360;514;3
1318;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_temp.jpg;group90100;87;229;120;273;4
1319;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_temp.jpg;group90100;328;351;361;388;5
1320;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_temp.jpg;group90100;228;56;263;85;7
1321;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_temp.jpg;group90100;127;46;161;80;4
1322;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100045_temp.jpg;group90100;227;568;258;609;7
1323;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_temp.jpg;group90100;163;361;196;390;3
1324;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_temp.jpg;group90100;239;410;275;435;2
1325;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_temp.jpg;group90100;215;132;248;170;5
1326;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_temp.jpg;group90100;207;280;254;322;6
1327;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_temp.jpg;group90100;112;398;138;435;7
1328;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100046_temp.jpg;group90100;278;218;308;248;3
1329;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_temp.jpg;group90100;363;440;392;472;3
1330;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_temp.jpg;group90100;218;351;263;392;2
1331;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_temp.jpg;group90100;152;150;192;185;6
1332;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_temp.jpg;group90100;317;327;355;364;7
1333;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_temp.jpg;group90100;457;326;490;362;5
1334;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100048_temp.jpg;group90100;53;248;88;280;3
1335;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_temp.jpg;group90100;153;359;194;404;3
1336;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_temp.jpg;group90100;228;269;264;299;2
1337;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_temp.jpg;group90100;329;299;367;337;5
1338;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_temp.jpg;group90100;435;408;479;451;6
1339;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_temp.jpg;group90100;429;268;459;303;7
1340;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100049_temp.jpg;group90100;96;528;125;585;4
1341;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_temp.jpg;group90100;204;460;249;500;3
1342;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_temp.jpg;group90100;4;546;35;580;4
1343;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_temp.jpg;group90100;162;340;196;377;5
1344;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_temp.jpg;group90100;184;273;215;305;7
1345;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100050_temp.jpg;group90100;168;103;211;138;6
1346;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_temp.jpg;group90100;226;367;260;397;3
1347;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_temp.jpg;group90100;19;324;53;356;4
1348;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_temp.jpg;group90100;90;532;139;563;4
1349;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_temp.jpg;group90100;259;469;296;506;5
1350;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_temp.jpg;group90100;391;418;433;452;5
1351;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100051_temp.jpg;group90100;129;306;165;334;7
